,spam,text,crowd,spanish,language,english
1711,0,"(No promises on when though, haven't even gotten dinner yet)
",0,"(Sin embargo, no hay promesas sobre cuándo, aún no he recibido cena)
",en,"(No promises on when though, haven't even gotten dinner yet)
"
1712,0,"I got your back! Do you have any dislikes in bed?
",0,"¡Te tengo de espaldas! ¿Tiene algún disgusto en la cama?
",en,"I got your back! Do you have any dislikes in bed?
"
1713,0,"o turns out i had stereo love on mi phone under the unknown album.
",0,"O resulta que tenía amor estéreo en mi teléfono bajo el álbum desconocido.
",en,"o turns out i had stereo love on mi phone under the unknown album.
"
1714,1,"Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
",0,"Hard Live 121 Chat solo 60p/min. Elija a su chica y conéctese en vivo. ¡Llame al 09094646899 ahora! Chat barato el servicio en vivo más grande del Reino Unido. VU BCM1896WC1N3XX
",en,"Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
"
1715,0,"Yeah I don't see why not
",0,"Sí, no veo por qué no
",en,"Yeah I don't see why not
"
1716,0,"Asking do u knw them or nt? May be ur frnds or classmates?
",0,"Preguntando ¿los conoces o NT? ¿Pueden ser sus amigos o compañeros de clase?
",en,"Asking do u knw them or nt? May be ur frnds or classmates?
"
1717,0,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!
",0,"Lo siento antes. Presentar incendios. ¿Estás a tu alrededor para hablar después de las 9? ¡O realmente tienes una vida, jajaja!
",en,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!
"
1718,1,"WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
",0,"¡GUAU! Los chicos están de vuelta. Tome esa gira de 2007 en el Reino Unido. Gane entradas VIP y libros anticipados con VIP Club. TXT Club a 81303. TrackMarque Ltd info@vipclub4u.
",en,"WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
"
1719,0,"As in missionary hook up, doggy hook up, standing...|
",0,"Como en la conexión del misionero, la conexión de los perros, de pie ... |
",en,"As in missionary hook up, doggy hook up, standing...|
"
1720,0,"Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
",0,"Entonces es mejor que te vayas a dormir .. no te moleste liao .. te despiertas y luego me mesg lor ..
",en,"Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
"
1721,0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.
",0,"Pelear con el mundo es fácil, ganas o pierdes a BT luchando con alguien que está cerca de ti es difícil si pierdes, pierdes si ganas, todavía pierdes.
",en,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.
"
1722,0,"Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
",0,"Estoy viendo House, muy entretenida, estoy obteniendo todo el asunto de Hugh Laurie, incluso con el palo, de hecho especialmente con el palo.
",en,"Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
"
1723,0,"Thought praps you meant another one. Goodo! I'll look tomorrow 
",0,"Pensamiento PRAPS TE QUEDO QUE EN QUE LOS ¡Muy! Miraré mañana
",en,"Thought praps you meant another one. Goodo! I'll look tomorrow 
"
1724,0,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.
",0,"Hola Jon, Pete aquí, Ive Bin 2 España recientemente y Hav Sum Dinero se fue, Bill dijo que Ur ‘alquileres Mayb interesado en él, tengo 12,000pes, por lo que alrededor de £ 48, TB, James.
",en,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.
"
1725,0,"There bold 2  &lt;#&gt; . Is that yours
",0,"Hay bold 2 & lt;#& gt; . Eso es tuyo
",en,"There bold 2  &lt;#&gt; . Is that yours
"
1726,0,"You know there is. I shall speak to you in  &lt;#&gt;  minutes then
",0,"Sabes que hay. Te hablaré en & lt;#& gt; minutos entonces
",en,"You know there is. I shall speak to you in  &lt;#&gt;  minutes then
"
1727,0,"""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.""
",0,"""¡Alrite Hunny! ¡Wot U Up 2 2nite? ¡No terminó yendo por la ciudad, en su lugar! Jus Chillin en Da Mo in Me Bedroom! Love Jen XXX"".
",en,"""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.""
"
1728,0,"I went to project centre
",0,"Fui al centro de proyectos
",en,"I went to project centre
"
1729,0,"As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
",0,"Según su solicitud, 'Maangalyam (Alaipayuthe)' se ha establecido como su callertune para todas las personas que llaman. Presione *9 para copiar a sus amigos Callertune
",en,"As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
"
1730,0,"Lol yeah at this point I guess not
",0,"Jajaja sí en este punto supongo que no
",en,"Lol yeah at this point I guess not
"
1731,0,"Doing project w frens lor. 
",0,"Haciendo el proyecto w frens lor.
",en,"Doing project w frens lor. 
"
1732,0,"Lol. Well quality aint bad at all so i aint complaining
",0,"Jajaja. Bien calidad no es mala en absoluto, así que no me quejo
",en,"Lol. Well quality aint bad at all so i aint complaining
"
1733,0,"K, can that happen tonight?
",0,"K, ¿puede suceder eso esta noche?
",en,"K, can that happen tonight?
"
1734,1,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....
",0,"Hola, esta es Mandy Sullivan llamando desde Hotmix FM ... Usted es elegido para recibir £ 5000.00 en nuestro sorteo del premio de Pascua ... por favor llame al 09041940223 para reclamar antes del 29/03/05 o su premio se transferirá a alguien más ....
",en,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....
"
1735,0,"I think we're going to finn's now, come
",0,"Creo que vamos a Finn ahora, ven
",en,"I think we're going to finn's now, come
"
1736,0,"Why tired what special there you had
",0,"¿Por qué cansado que especial tuviste?
",en,"Why tired what special there you had
"
1737,0,"I will come tomorrow di
",0,"Vendré mañana di
",en,"I will come tomorrow di
"
1738,0,"I cant pick the phone right now. Pls send a message
",0,"No puedo elegir el teléfono ahora mismo. Por favor envíe un mensaje
",en,"I cant pick the phone right now. Pls send a message
"
1739,0,"K go and sleep well. Take rest:-).
",0,"K Ve y duerme bien. Descansa:-).
",en,"K go and sleep well. Take rest:-).
"
1740,0,"U guys never invite me anywhere :(
",0,"Ustedes nunca me invitan a ninguna parte :(
",en,"U guys never invite me anywhere :(
"
1741,1,"UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
",0,"¡Vas 2 Bahamas! CallFreefone 08081560665 y hable con un operador en vivo para reclamar Bahamas Cruise de £ 2000 en efectivo 18+solamente. Para optar por no participar TXT X a 07786200117
",en,"UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
"
1742,0,"I can do that! I want to please you both inside and outside the bedroom...
",0,"¡Yo puedo hacer eso! Quiero complacerlos a ambos dentro y fuera del dormitorio ...
",en,"I can do that! I want to please you both inside and outside the bedroom...
"
1743,0,"""EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.""
",0,"""¡Ey! Calm Downon Theacusations ... itxt U Cos iwana Sabe wotu r doin en thew/end ... no te ha hecho en mucho tiempo ... abrílame si eres 4 no sábado.
",en,"""EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.""
"
1744,0,"I love to wine and dine my lady!
",0,"¡Amo el vino y cenar mi señora!
",en,"I love to wine and dine my lady!
"
1745,1,"Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
",0,"¡Alguien ha conectado nuestro servicio de citas y ha entrado en su teléfono porque le gusta saber quién es llamar desde el campo 09111030116. POBOX12N146TF15
",en,"Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
"
1746,0,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.
",0,"Soy genial Ta Luv, pero v.Tired 2 porque he estado haciendo un montón de planificación de toda WK, ¡tenemos nuestra inspección de servicios sociales en la guardería! Cuida y spk Sn x.
",en,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.
"
1747,0,"I don know account details..i will ask my mom and send you.my mom is out of reach now.
",0,"No sé los detalles de la cuenta ... le preguntaré a mi madre y te enviaré. Mi mamá está fuera de su alcance ahora.
",en,"I don know account details..i will ask my mom and send you.my mom is out of reach now.
"
1748,0,"I think u have the wrong number.
",0,"Creo que tienes el número equivocado.
",en,"I think u have the wrong number.
"
1749,0,"Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
",0,"Siéntete a ti mismo que siempre eres feliz ... lentamente se convierte en tu hábito y amp; Finalmente se convierte en parte de tu vida ... Síguelo ... Feliz mañana y amp; Ten un feliz día:)
",en,"Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
"
1750,0,"DO NOT B LATE LOVE MUM
",0,"No b tardío amor mamá
",en,"DO NOT B LATE LOVE MUM
"
1751,0,"Got it..mail panren paru..
",0,"Lo tengo ... Caída Panren Paru ..
",ta,"Got it..mail panren paru..
"
1752,0,"* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
",0,"* Estaba pensando en Chuckin Ur Red Green N Black Trainners 2 Save Carry Its Bac en tren
",en,"* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
"
1753,0,"Give one miss from that number please
",0,"Dale a una señorita de ese número por favor
",en,"Give one miss from that number please
"
1754,0,"Jus came back fr lunch wif my sis only. U leh?
",0,"Jus regresó al almuerzo solo mi hermana. U leh?
",en,"Jus came back fr lunch wif my sis only. U leh?
"
1755,0,"How is your schedule next week? I am out of town this weekend.
",0,"¿Cómo es su horario la próxima semana? Estoy fuera de la ciudad este fin de semana.
",en,"How is your schedule next week? I am out of town this weekend.
"
1756,0,"Really good:)dhanush rocks once again:)
",0,"Muy bueno :) dhanush rocks una vez más :)
",en,"Really good:)dhanush rocks once again:)
"
1757,0,"Lmao ok I wont be needing u to do my hair anymore.
",0,"Lmao ok, no necesitaré que te pegues más.
",en,"Lmao ok I wont be needing u to do my hair anymore.
"
1758,0,"Miss ya, need ya, want ya, love ya.
",0,"Señorita, te necesito, te quiero, te amo.
",en,"Miss ya, need ya, want ya, love ya.
"
1759,0,"Sorry i'm not free...
",0,"Lo siento, no soy libre ...
",en,"Sorry i'm not free...
"
1760,0,"Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
",0,"¿Alguna vez obtienes una canción atrapada en tu cabeza sin razón y no desaparecerá hasta que la escuches como 5 veces?
",en,"Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
"
1761,0,"Nt yet chikku..simple habba..hw abt u?
",0,"Nt incluso chikku..simple habba..hw abt u?
",kn,"Nt yet chikku..simple habba..hw abt u?
"
1762,0,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.
",0,"Recibí tu correo de dileep. Gracias y esperas mucho apoyo ... Menos contactos aquí, recuerda una Venugopal que mencionaste.
",en,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.
"
1763,0,"Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
",0,"A veces, el corazón recuerda mucho a alguien ... olvida a alguien pronto ... a Bcoz Heart no le gustará todos. Pero les gustan los recordados cada vez ... bslvyl
",en,"Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
"
